지방청,관서,발생건수(2018년)
서울,서울지방경찰청,-
서울,서울중부경찰서,6214 
서울,서울종로경찰서,5881 
서울,서울남대문경찰서,5023 
서울,서울서대문경찰서,8616 
서울,서울혜화경찰서,4868 
서울,서울용산경찰서,10017 
서울,서울성북경찰서,5080 
서울,서울동대문경찰서,10568 
서울,서울마포경찰서,14544 
서울,서울영등포경찰서,17517 
서울,서울성동경찰서,8129 
서울,서울동작경찰서,8870 
서울,서울광진경찰서,10768 
서울,서울서부경찰서,3618 
서울,서울강북경찰서,9385 
서울,서울금천경찰서,10184 
서울,서울중랑경찰서,10915 
서울,서울강남경찰서,19127 
서울,서울관악경찰서,14302 
서울,서울강서경찰서,14670 
서울,서울강동경찰서,10436 
서울,서울종암경찰서,4000 
서울,서울구로경찰서,12748 
서울,서울서초경찰서,15120 
서울,서울양천경찰서,10023 
서울,서울송파경찰서,18233 
서울,서울노원경찰서,11067 
서울,서울방배경찰서,4404 
서울,서울은평경찰서,6265 
서울,서울도봉경찰서,6781 
서울,서울수서경찰서,11624 
부산,부산지방경찰청,-
부산,부산중부경찰서,5289 
부산,부산동래경찰서,8049 
부산,부산영도경찰서,3081 
부산,부산동부경찰서,4950 
부산,부산진경찰서,15566 
부산,부산서부경찰서,3465 
부산,부산남부경찰서,12275 
부산,부산해운대경찰서,11551 
부산,부산북부경찰서,7118 
부산,부산금정경찰서,6971 
부산,부산사하경찰서,8166 
부산,부산연제경찰서,8145 
부산,부산강서경찰서,4206 
부산,부산사상경찰서,7397 
부산,부산기장경찰서,4399 
대구,대구지방경찰청,-
대구,대구중부경찰서,6700 
대구,대구동부경찰서,10382 
대구,대구서부경찰서,7093 
대구,대구남부경찰서,5161 
대구,대구북부경찰서,5818 
대구,대구수성경찰서,10803 
대구,대구달서경찰서,7222 
대구,대구달성경찰서,4674 
대구,대구성서경찰서,8891 
대구,대구강북경찰서,5597 
인천,인천지방경찰청,-
인천,인천중부경찰서,8597 
인천,인천남부경찰서,13746 
인천,인천남동경찰서,10772 
인천,인천부평경찰서,7977 
인천,인천서부경찰서,14489 
인천,인천계양경찰서,8006 
인천,인천강화경찰서,1660 
인천,인천연수경찰서,7113 
인천,인천삼산경찰서,8410 
인천,인천논현경찰서,5621 
광주,광주지방경찰청,-
광주,광주광산경찰서,10937 
광주,광주동부경찰서,4607 
광주,광주서부경찰서,11410 
광주,광주남부경찰서,4609 
광주,광주북부경찰서,12006 
대전,대전지방경찰청,-
대전,대전중부경찰서,8434 
대전,대전동부경찰서,7652 
대전,대전서부경찰서,6000 
대전,대전대덕경찰서,5564 
대전,대전둔산경찰서,8940 
대전,대전유성경찰서,8937 
울산,울산지방경찰청,-
울산,울산중부경찰서,9050 
울산,울산남부경찰서,12215 
울산,울산동부경찰서,5357 
울산,울산울주경찰서,6142 
경기남부,경기남부지방경찰청,-
경기남부,수원중부경찰서,13625 
경기남부,수원남부경찰서,18580 
경기남부,수원서부경찰서,10042 
경기남부,안양동안경찰서,8116 
경기남부,안양만안경찰서,7411 
경기남부,군포경찰서,5660 
경기남부,성남수정경찰서,7786 
경기남부,성남중원경찰서,7943 
경기남부,분당경찰서,11496 
경기남부,부천소사경찰서,5864 
경기남부,부천원미경찰서,18228 
경기남부,부천오정경찰서,5347 
경기남부,광명경찰서,8379 
경기남부,안산단원경찰서,15273 
경기남부,안산상록경찰서,10368 
경기남부,시흥경찰서,17240 
경기남부,평택경찰서,21036 
경기남부,오산경찰서,16022 
경기남부,화성동탄경찰서,26 
경기남부,화성서부경찰서,10887 
경기남부,용인동부경찰서,13399 
경기남부,용인서부경찰서,7175 
경기남부,광주경찰서,9802 
경기남부,김포경찰서,11223 
경기남부,과천경찰서,1784 
경기남부,의왕경찰서,3209 
경기남부,하남경찰서,5370 
경기남부,이천경찰서,7781 
경기남부,안성경찰서,6514 
경기남부,여주경찰서,3534 
경기남부,양평경찰서,3399 
경기북부,경기북부지방경찰청,-
경기북부,의정부경찰서,14408 
경기북부,고양경찰서,10982 
경기북부,일산동부경찰서,9547 
경기북부,일산서부경찰서,6415 
경기북부,남양주경찰서,15608 
경기북부,파주경찰서,12457 
경기북부,양주경찰서,6730 
경기북부,동두천경찰서,3250 
경기북부,구리경찰서,6520 
경기북부,포천경찰서,6356 
경기북부,가평경찰서,2853 
경기북부,연천경찰서,1293 
강원,강원지방경찰청,-
강원,춘천경찰서,8031 
강원,강릉경찰서,6142 
강원,원주경찰서,11210 
강원,동해경찰서,2228 
강원,태백경찰서,1089 
강원,속초경찰서,4043 
강원,삼척경찰서,2064 
강원,영월경찰서,883 
강원,정선경찰서,1352 
강원,홍천경찰서,2313 
강원,평창경찰서,1220 
강원,횡성경찰서,1154 
강원,고성경찰서,756 
강원,인제경찰서,728 
강원,철원경찰서,999 
강원,화천경찰서,578 
강원,양구경찰서,443 
충북,충북지방경찰청,-
충북,청주흥덕경찰서,10901 
충북,괴산경찰서,1701 
충북,단양경찰서,668 
충북,보은경찰서,657 
충북,영동경찰서,905 
충북,옥천경찰서,1055 
충북,음성경찰서,3636 
충북,제천경찰서,3656 
충북,진천경찰서,2604 
충북,청주상당경찰서,7676 
충북,청주청원경찰서,8641 
충북,충주경찰서,6215 
충남,충남지방경찰청,-
충남,천안서북경찰서,13487 
충남,천안동남경찰서,9315 
충남,서산경찰서,5215 
충남,논산경찰서,3987 
충남,아산경찰서,8968 
충남,공주경찰서,3215 
충남,보령경찰서,2994 
충남,당진경찰서,5129 
충남,세종경찰서,5198 
충남,홍성경찰서,2701 
충남,예산경찰서,2216 
충남,부여경찰서,1354 
충남,서천경찰서,1326 
충남,금산경찰서,1054 
충남,청양경찰서,654 
충남,태안경찰서,1764 
전북,전북지방경찰청,-
전북,전주완산경찰서,9163 
전북,전주덕진경찰서,8316 
전북,군산경찰서,8763 
전북,익산경찰서,7897 
전북,정읍경찰서,2835 
전북,남원경찰서,2040 
전북,김제경찰서,2174 
전북,완주경찰서,1845 
전북,고창경찰서,1193 
전북,부안경찰서,1305 
전북,임실경찰서,472 
전북,순창경찰서,429 
전북,진안경찰서,402 
전북,장수경찰서,410 
전북,무주경찰서,700 
전남,전남지방경찰청,-
전남,목포경찰서,9383 
전남,여수경찰서,8921 
전남,순천경찰서,7941 
전남,나주경찰서,2829 
전남,광양경찰서,4156 
전남,고흥경찰서,1336 
전남,해남경찰서,1572 
전남,무안경찰서,1720 
전남,장흥경찰서,1229 
전남,보성경찰서,926 
전남,영광경찰서,1237 
전남,화순경찰서,1275 
전남,함평경찰서,677 
전남,영암경찰서,1726 
전남,장성경찰서,929 
전남,강진경찰서,900 
전남,담양경찰서,1096 
전남,곡성경찰서,534 
전남,완도경찰서,1202 
전남,진도경찰서,882 
전남,구례경찰서,522 
경북,경북지방경찰청,-
경북,경주경찰서,8140 
경북,포항북부경찰서,8301 
경북,포항남부경찰서,6895 
경북,구미경찰서,12569 
경북,경산경찰서,6976 
경북,안동경찰서,4505 
경북,김천경찰서,3732 
경북,영주경찰서,2339 
경북,영천경찰서,2992 
경북,상주경찰서,2466 
경북,문경경찰서,1633 
경북,칠곡경찰서,4126 
경북,의성경찰서,1165 
경북,청도경찰서,939 
경북,영덕경찰서,1293 
경북,울진경찰서,1212 
경북,봉화경찰서,588 
