지방청,관서,발생건수(2015년)
서울,서울중부경찰서,7896 
서울,서울종로경찰서,6808 
서울,서울남대문경찰서,6251 
서울,서울서대문경찰서,10093 
서울,서울혜화경찰서,6211 
서울,서울용산경찰서,11183 
서울,서울성북경찰서,6089 
서울,서울동대문경찰서,12963 
서울,서울마포경찰서,14951 
서울,서울영등포경찰서,20324 
서울,서울성동경찰서,9349 
서울,서울동작경찰서,10602 
서울,서울광진경찰서,13873 
서울,서울서부경찰서,4960 
서울,서울강북경찰서,10781 
서울,서울금천경찰서,12281 
서울,서울중랑경찰서,12350 
서울,서울강남경찰서,20670 
서울,서울관악경찰서,15962 
서울,서울강서경찰서,16205 
서울,서울강동경찰서,12711 
서울,서울종암경찰서,5281 
서울,서울구로경찰서,16385 
서울,서울서초경찰서,16471 
서울,서울양천경찰서,12280 
서울,서울송파경찰서,19893 
서울,서울노원경찰서,12350 
서울,서울방배경찰서,4676 
서울,서울은평경찰서,6654 
서울,서울도봉경찰서,7400 
서울,서울수서경찰서,12672 
부산,부산중부경찰서,4829 
부산,부산동래경찰서,10224 
부산,부산영도경찰서,3639 
부산,부산동부경찰서,6212 
부산,부산진경찰서,19182 
부산,부산서부경찰서,4708 
부산,부산남부경찰서,15882 
부산,부산해운대경찰서,17474 
부산,부산사상경찰서,10017 
부산,부산금정경찰서,9640 
부산,부산사하경찰서,10555 
부산,부산연제경찰서,11007 
부산,부산강서경찰서,4538 
부산,부산북부경찰서,8224 
부산,부산기장경찰서,4569 
대구,대구중부경찰서,8932 
대구,대구동부경찰서,13302 
대구,대구서부경찰서,10264 
대구,대구남부경찰서,7560 
대구,대구북부경찰서,8307 
대구,대구수성경찰서,14172 
대구,대구달서경찰서,9906 
대구,대구성서경찰서,13119 
대구,대구달성경찰서,5516 
대구,대구강북경찰서,7819 
인천,인천중부경찰서,8845 
인천,인천남부경찰서,17128 
인천,인천남동경찰서,19101 
인천,인천부평경찰서,9919 
인천,인천삼산경찰서,8955 
인천,인천서부경찰서,16131 
인천,인천계양경찰서,9487 
인천,인천연수경찰서,8514 
인천,인천강화경찰서,1835 
광주,광주동부경찰서,6500 
광주,광주서부경찰서,15616 
광주,광주남부경찰서,6756 
광주,광주북부경찰서,17018 
광주,광주광산경찰서,15344 
대전,대전중부경찰서,10545 
대전,대전동부경찰서,8457 
대전,대전서부경찰서,7157 
대전,대전대덕경찰서,6113 
대전,대전둔산경찰서,15436 
대전,대전유성경찰서,1885 
울산,울산중부경찰서,13111 
울산,울산남부경찰서,15362 
울산,울산동부경찰서,7245 
울산,울산울주경찰서,8851 
경기,경기수원중부경찰서,14692 
경기,경기수원남부경찰서,20222 
경기,경기수원서부경찰서,10741 
경기,경기안양동안경찰서,9841 
경기,경기안양만안경찰서,8338 
경기,경기군포경찰서,7222 
경기,경기성남수정경찰서,8926 
경기,경기성남중원경찰서,9800 
경기,경기분당경찰서,12135 
경기,경기부천소사경찰서,6683 
경기,경기부천원미경찰서,22082 
경기,경기부천오정경찰서,6513 
경기,경기의정부경찰서,15241 
경기,경기고양경찰서,12962 
경기,경기일산경찰서,18182 
경기,경기광명경찰서,9919 
경기,경기안산단원경찰서,19030 
경기,경기안산상록경찰서,14809 
경기,경기시흥경찰서,19501 
경기,경기평택경찰서,20483 
경기,경기남양주경찰서,16608 
경기,경기화성동부경찰서,15108 
경기,경기화성서부경찰서,10212 
경기,경기용인동부경찰서,14589 
경기,경기용인서부경찰서,7930 
경기,경기광주경찰서,10396 
경기,경기파주경찰서,14589 
경기,경기김포경찰서,10237 
경기,경기과천경찰서,1709 
경기,경기의왕경찰서,3685 
경기,경기양주경찰서,7408 
경기,경기동두천경찰서,3548 
경기,경기구리경찰서,7664 
경기,경기하남경찰서,5538 
경기,경기이천경찰서,7013 
경기,경기포천경찰서,7309 
경기,경기안성경찰서,7227 
경기,경기여주경찰서,4247 
경기,경기양평경찰서,3597 
경기,경기가평경찰서,3124 
경기,경기연천경찰서,1730 
강원,강원춘천경찰서,10603 
강원,강원강릉경찰서,7634 
강원,강원원주경찰서,14088 
강원,강원동해경찰서,3632 
강원,강원태백경찰서,1484 
강원,강원속초경찰서,4843 
강원,강원삼척경찰서,2587 
강원,강원영월경찰서,1038 
강원,강원정선경찰서,1675 
강원,강원홍천경찰서,2395 
강원,강원평창경찰서,1400 
강원,강원횡성경찰서,1368 
강원,강원고성경찰서,1138 
강원,강원인제경찰서,916 
강원,강원철원경찰서,1125 
강원,강원화천경찰서,443 
강원,강원양구경찰서,559 
충북,충북청주흥덕경찰서,11790 
충북,충북청주상당경찰서,8037 
충북,충북청주청원경찰서,8191 
충북,충북충주경찰서,8223 
충북,충북제천경찰서,4574 
충북,충북영동경찰서,1172 
충북,충북괴산경찰서,2166 
충북,충북단양경찰서,828 
충북,충북보은경찰서,805 
충북,충북옥천경찰서,1417 
충북,충북음성경찰서,3951 
충북,충북진천경찰서,2549 
충남,충남천안서북경찰서,14143 
충남,충남천안동남경찰서,10901 
충남,충남서산경찰서,7460 
충남,충남논산경찰서,4371 
충남,충남아산경찰서,8717 
충남,충남공주경찰서,3237 
충남,충남보령경찰서,4391 
충남,충남당진경찰서,5470 
충남,충남세종경찰서,3764 
충남,충남홍성경찰서,3153 
충남,충남예산경찰서,2339 
충남,충남부여경찰서,1713 
충남,충남서천경찰서,1462 
충남,충남금산경찰서,1467 
충남,충남청양경찰서,821 
전북,전북전주완산경찰서,11193 
전북,전북전주덕진경찰서,9346 
전북,전북군산경찰서,10294 
전북,전북익산경찰서,9729 
전북,전북정읍경찰서,3526 
전북,전북남원경찰서,2400 
전북,전북김제경찰서,2754 
전북,전북완주경찰서,2154 
전북,전북고창경찰서,1451 
전북,전북부안경찰서,1795 
전북,전북임실경찰서,560 
전북,전북순창경찰서,616 
전북,전북진안경찰서,394 
전북,전북장수경찰서,493 
전북,전북무주경찰서,637 
전남,전남목포경찰서,13314 
전남,전남여수경찰서,10777 
전남,전남순천경찰서,10786 
전남,전남나주경찰서,3123 
전남,전남광양경찰서,5223 
전남,전남고흥경찰서,1869 
전남,전남해남경찰서,2106 
전남,전남무안경찰서,2328 
전남,전남장흥경찰서,1382 
전남,전남보성경찰서,1181 
전남,전남영광경찰서,1520 
전남,전남화순경찰서,1642 
전남,전남함평경찰서,856 
전남,전남영암경찰서,2626 
전남,전남장성경찰서,1334 
전남,전남강진경찰서,1135 
전남,전남담양경찰서,1391 
전남,전남곡성경찰서,684 
전남,전남완도경찰서,1598 
전남,전남진도경찰서,969 
전남,전남구례경찰서,799 
경북,경북경주경찰서,10382 
경북,경북포항북부경찰서,9452 
경북,경북포항남부경찰서,8513 
경북,경북구미경찰서,18686 
경북,경북경산경찰서,7608 
경북,경북안동경찰서,5679 
경북,경북김천경찰서,4870 
경북,경북영주경찰서,3274 
경북,경북영천경찰서,3222 
경북,경북상주경찰서,2684 
경북,경북문경경찰서,2268 
경북,경북칠곡경찰서,4372 
