지방청,관서,검거건수(2017년)
서울,서울지방경찰청,5957 
서울,서울중부경찰서,5008 
서울,서울종로경찰서,4267 
서울,서울남대문경찰서,3523 
서울,서울서대문경찰서,7226 
서울,서울혜화경찰서,4228 
서울,서울용산경찰서,8120 
서울,서울성북경찰서,4423 
서울,서울동대문경찰서,9679 
서울,서울마포경찰서,11268 
서울,서울영등포경찰서,13663 
서울,서울성동경찰서,6890 
서울,서울동작경찰서,6882 
서울,서울광진경찰서,9282 
서울,서울서부경찰서,3726 
서울,서울강북경찰서,7882 
서울,서울금천경찰서,7649 
서울,서울중랑경찰서,9201 
서울,서울강남경찰서,12957 
서울,서울관악경찰서,11967 
서울,서울강서경찰서,12555 
서울,서울강동경찰서,8944 
서울,서울종암경찰서,4077 
서울,서울구로경찰서,9399 
서울,서울서초경찰서,9631 
서울,서울양천경찰서,8205 
서울,서울송파경찰서,14030 
서울,서울노원경찰서,9620 
서울,서울방배경찰서,3340 
서울,서울은평경찰서,5494 
서울,서울도봉경찰서,5744 
서울,서울수서경찰서,8244 
부산,부산지방경찰청,3006 
부산,부산중부경찰서,4063 
부산,부산동래경찰서,7291 
부산,부산영도경찰서,3943 
부산,부산동부경찰서,4414 
부산,부산진경찰서,12402 
부산,부산서부경찰서,3443 
부산,부산남부경찰서,10660 
부산,부산해운대경찰서,10215 
부산,부산사상경찰서,7557 
부산,부산금정경찰서,5921 
부산,부산사하경찰서,7579 
부산,부산연제경찰서,6445 
부산,부산강서경찰서,3092 
부산,부산북부경찰서,6229 
부산,부산기장경찰서,3528 
대구,대구지방경찰청,889 
대구,대구중부경찰서,5118 
대구,대구동부경찰서,8631 
대구,대구서부경찰서,6407 
대구,대구남부경찰서,4912 
대구,대구북부경찰서,6066 
대구,대구수성경찰서,9104 
대구,대구달서경찰서,6820 
대구,대구성서경찰서,7486 
대구,대구달성경찰서,4175 
대구,대구강북경찰서,5363 
인천,인천지방경찰청,2668 
인천,인천중부경찰서,6043 
인천,인천미추홀경찰서,12914 
인천,인천남동경찰서,12494 
인천,인천부평경찰서,7772 
인천,인천삼산경찰서,7945 
인천,인천서부경찰서,12335 
인천,인천계양경찰서,7465 
인천,인천연수경찰서,6635 
인천,인천강화경찰서,1551 
인천,인천논현경찰서,970 
광주,광주지방경찰청,638 
광주,광주동부경찰서,4492 
광주,광주서부경찰서,10473 
광주,광주남부경찰서,4780 
광주,광주북부경찰서,12356 
광주,광주광산경찰서,9914 
대전,대전지방경찰청,637 
대전,대전중부경찰서,7892 
대전,대전동부경찰서,7132 
대전,대전서부경찰서,5926 
대전,대전대덕경찰서,5414 
대전,대전둔산경찰서,7173 
대전,대전유성경찰서,7259 
울산,울산지방경찰청,695 
울산,울산중부경찰서,8395 
울산,울산남부경찰서,10871 
울산,울산동부경찰서,4763 
울산,울산울주경찰서,5747 
경기남부,경기남부지방경찰청,2619 
경기남부,경기수원중부경찰서,12055 
경기남부,경기수원남부경찰서,16768 
경기남부,경기수원서부경찰서,9682 
경기남부,경기안양동안경찰서,7803 
경기남부,경기안양만안경찰서,7058 
경기남부,경기군포경찰서,6149 
경기남부,경기성남수정경찰서,7664 
경기남부,경기성남중원경찰서,7284 
경기남부,경기분당경찰서,10384 
경기남부,경기부천소사경찰서,4949 
경기남부,경기부천원미경찰서,15805 
경기남부,경기부천오정경찰서,5343 
경기남부,경기광명경찰서,7443 
경기남부,경기안산단원경찰서,13725 
경기남부,경기안산상록경찰서,9990 
경기남부,경기시흥경찰서,15867 
경기남부,경기평택경찰서,20392 
경기남부,경기화성동부경찰서,13466 
경기남부,경기화성서부경찰서,9567 
경기남부,경기용인동부경찰서,12243 
경기남부,경기용인서부경찰서,6179 
경기남부,경기광주경찰서,9068 
경기남부,경기김포경찰서,9202 
경기남부,경기과천경찰서,1491 
경기남부,경기의왕경찰서,2729 
경기남부,경기하남경찰서,4367 
경기남부,경기이천경찰서,7000 
경기남부,경기안성경찰서,6596 
경기남부,경기여주경찰서,3795 
경기남부,경기양평경찰서,3074 
경기북부,경기북부지방경찰청,756 
경기북부,경기의정부경찰서,12323 
경기북부,경기고양경찰서,9671 
경기북부,경기일산동부경찰서,8904 
경기북부,경기일산서부경찰서,5409 
경기북부,경기남양주경찰서,15368 
경기북부,경기파주경찰서,11471 
경기북부,경기양주경찰서,5832 
경기북부,경기동두천경찰서,2659 
경기북부,경기구리경찰서,5699 
경기북부,경기포천경찰서,5873 
경기북부,경기가평경찰서,2643 
경기북부,경기연천경찰서,1123 
강원,강원지방경찰청,769 
강원,강원춘천경찰서,7886 
강원,강원강릉경찰서,5791 
강원,강원원주경찰서,11002 
강원,강원동해경찰서,2584 
강원,강원태백경찰서,1159 
강원,강원속초경찰서,4184 
강원,강원삼척경찰서,2210 
강원,강원영월경찰서,780 
강원,강원정선경찰서,1275 
강원,강원홍천경찰서,2306 
강원,강원평창경찰서,1308 
강원,강원횡성경찰서,1165 
강원,강원고성경찰서,783 
강원,강원인제경찰서,629 
강원,강원철원경찰서,813 
강원,강원화천경찰서,472 
강원,강원양구경찰서,398 
충북,충북지방경찰청,939 
충북,충북청주흥덕경찰서,9693 
충북,충북청주상당경찰서,6450 
충북,충북청주청원경찰서,7248 
충북,충북충주경찰서,5213 
충북,충북제천경찰서,3619 
충북,충북영동경찰서,924 
충북,충북괴산경찰서,1449 
충북,충북단양경찰서,630 
충북,충북보은경찰서,681 
충북,충북옥천경찰서,913 
충북,충북음성경찰서,3363 
충북,충북진천경찰서,2006 
충남,충남지방경찰청,729 
충남,충남천안서북경찰서,10754 
충남,충남천안동남경찰서,6583 
충남,충남서산경찰서,6113 
충남,충남논산경찰서,3645 
충남,충남아산경찰서,6851 
충남,충남공주경찰서,2646 
충남,충남보령경찰서,2532 
충남,충남당진경찰서,4027 
충남,충남세종경찰서,3554 
충남,충남홍성경찰서,2231 
충남,충남예산경찰서,1600 
충남,충남부여경찰서,1228 
충남,충남서천경찰서,1125 
충남,충남금산경찰서,1032 
충남,충남청양경찰서,560 
충남,충남태안경찰서,64 
전북,전북지방경찰청,808 
전북,전북전주완산경찰서,8528 
전북,전북전주덕진경찰서,7035 
전북,전북군산경찰서,7577 
전북,전북익산경찰서,7436 
전북,전북정읍경찰서,2511 
전북,전북남원경찰서,1972 
전북,전북김제경찰서,2187 
전북,전북완주경찰서,1545 
전북,전북고창경찰서,1376 
전북,전북부안경찰서,1269 
전북,전북임실경찰서,434 
전북,전북순창경찰서,486 
전북,전북진안경찰서,351 
전북,전북장수경찰서,364 
전북,전북무주경찰서,550 
전남,전남지방경찰청,688 
전남,전남목포경찰서,8082 
전남,전남여수경찰서,7676 
전남,전남순천경찰서,7298 
전남,전남나주경찰서,2572 
전남,전남광양경찰서,3655 
전남,전남고흥경찰서,1446 
전남,전남해남경찰서,1672 
전남,전남무안경찰서,1753 
전남,전남장흥경찰서,1117 
전남,전남보성경찰서,839 
전남,전남영광경찰서,1240 
전남,전남화순경찰서,1041 
전남,전남함평경찰서,556 
전남,전남영암경찰서,1456 
전남,전남장성경찰서,969 
전남,전남강진경찰서,831 
전남,전남담양경찰서,968 
전남,전남곡성경찰서,682 
전남,전남완도경찰서,1316 
전남,전남진도경찰서,797 
전남,전남구례경찰서,555 
경북,경북지방경찰청,736 
경북,경북경주경찰서,7176 
경북,경북포항북부경찰서,7422 
경북,경북포항남부경찰서,6928 
경북,경북구미경찰서,12577 
경북,경북경산경찰서,5915 
경북,경북안동경찰서,4302 
경북,경북김천경찰서,3221 
경북,경북영주경찰서,2257 
경북,경북영천경찰서,2632 
경북,경북상주경찰서,2127 
경북,경북문경경찰서,1583 
경북,경북칠곡경찰서,3741 
경북,경북의성경찰서,971 
경북,경북청도경찰서,1007 
경북,경북영덕경찰서,1222 
